CustomerKey,Segment,Customer Name,Customer ID
1172,"Consumer","Philip Brown","PB-9150"
1178,"Consumer","Peter Fuller","PF-19120"
1179,"Consumer","Philip Fox","PF-19165"
1180,"Consumer","Phillip Flathmann","PF-19225"
1181,"Consumer","Peter Fuller","PF-9120"
1182,"Consumer","Philip Fox","PF-9165"
1183,"Consumer","Phillip Flathmann","PF-9225"
1184,"Consumer","Patrick Gardner","PG-18820"
1185,"Consumer","Paul Gonzalez","PG-18895"
1186,"Consumer","Patrick Gardner","PG-8820"
1187,"Consumer","Paul Gonzalez","PG-8895"
1191,"Consumer","Pauline Johnson","PJ-19015"
1193,"Consumer","Pauline Johnson","PJ-9015"
1195,"Consumer","Pete Kriz","PK-19075"
1197,"Consumer","Pete Kriz","PK-9075"
1200,"Consumer","Paul MacIntyre","PM-18940"
1202,"Consumer","Paul MacIntyre","PM-8940"
1206,"Consumer","Patrick O'Brill","PO-18850"
1207,"Consumer","Patrick O'Donnell","PO-18865"
1210,"Consumer","Patrick O'Brill","PO-8850"
1211,"Consumer","Patrick O'Donnell","PO-8865"
1216,"Consumer","Patrick Ryan","PR-18880"
1217,"Consumer","Patrick Ryan","PR-8880"
1218,"Consumer","Pamela Stobb","PS-18760"
1221,"Consumer","Pamela Stobb","PS-8760"
1224,"Consumer","Pete Takahito","PT-19090"
1225,"Consumer","Pete Takahito","PT-9090"
1229,"Consumer","Pierre Wener","PW-19240"
1231,"Consumer","Pierre Wener","PW-9240"
1234,"Consumer","Ralph Arnett","RA-19285"
1236,"Consumer","Russell Applegate","RA-19915"
1237,"Consumer","Ryan Akin","RA-19945"
1238,"Consumer","Ralph Arnett","RA-9285"
1240,"Consumer","Russell Applegate","RA-9915"
1241,"Consumer","Ryan Akin","RA-9945"
1242,"Consumer","Randy Bradley","RB-19330"
1243,"Consumer","Raymond Buch","RB-19360"
1244,"Consumer","Richard Bierner","RB-19435"
1246,"Consumer","Rob Beeghly","RB-19570"
1250,"Consumer","Randy Bradley","RB-9330"
1251,"Consumer","Raymond Buch","RB-9360"
1252,"Consumer","Richard Bierner","RB-9435"
1254,"Consumer","Rob Beeghly","RB-9570"
1258,"Consumer","Roy Collins","RC-19825"
1259,"Consumer","Ryan Crowe","RC-19960"
1260,"Consumer","Roy Collins","RC-9825"
1261,"Consumer","Ryan Crowe","RC-9960"
1262,"Consumer","Rick Duston","RD-19480"
1263,"Consumer","Rob Dowd","RD-19585"
1265,"Consumer","Roger Demir","RD-19720"
1267,"Consumer","Ruben Dartt","RD-19900"
1268,"Consumer","Russell D'Ascenzo","RD-19930"
1269,"Consumer","Rick Duston","RD-9480"
1270,"Consumer","Rob Dowd","RD-9585"
1272,"Consumer","Roger Demir","RD-9720"
1274,"Consumer","Ruben Dartt","RD-9900"
1275,"Consumer","Russell D'Ascenzo","RD-9930"
1276,"Consumer","Ricardo Emerson","RE-19405"
1277,"Consumer","Richard Eichhorn","RE-19450"
1278,"Consumer","Ricardo Emerson","RE-9405"
1279,"Consumer","Richard Eichhorn","RE-9450"
1281,"Consumer","Roland Fjeld","RF-19735"
1282,"Consumer","Roy Französisch","RF-19840"
1284,"Consumer","Roland Fjeld","RF-9735"
1285,"Consumer","Roy Französisch","RF-9840"
1286,"Consumer","Rick Hansen","RH-19495"
1288,"Consumer","Ritsa Hightower","RH-19555"
1289,"Consumer","Rob Haberlin","RH-19600"
1290,"Consumer","Rick Hansen","RH-9495"
1292,"Consumer","Ritsa Hightower","RH-9555"
1293,"Consumer","Rob Haberlin","RH-9600"
1294,"Consumer","Ralph Kennedy","RK-19300"
1295,"Consumer","Ralph Kennedy","RK-9300"
1296,"Consumer","Rob Lucas","RL-19615"
1297,"Consumer","Rob Lucas","RL-9615"
1298,"Consumer","Raymond Messe","RM-19375"
1300,"Consumer","Roland Murray","RM-19750"
1301,"Consumer","Raymond Messe","RM-9375"
1303,"Consumer","Roland Murray","RM-9750"
1304,"Consumer","Rose O'Brian","RO-19780"
1305,"Consumer","Rose O'Brian","RO-9780"
1307,"Consumer","Resi Pölking","RP-19390"
1310,"Consumer","Resi Pölking","RP-9390"
1312,"Consumer","Ralph Ritter","RR-19315"
1314,"Consumer","Ralph Ritter","RR-9315"
1324,"Consumer","Robert Waldorf","RW-19690"
1327,"Consumer","Robert Waldorf","RW-9690"
1328,"Consumer","Sue Ann Reed","SA-10830"
1329,"Consumer","Sue Ann Reed","SA-20830"
1330,"Consumer","Sarah Bern","SB-10170"
1331,"Consumer","Sarah Brown","SB-10185"
1333,"Consumer","Sarah Bern","SB-20170"
1334,"Consumer","Sarah Brown","SB-20185"
1336,"Consumer","Sam Craven","SC-10020"
1338,"Consumer","Sanjit Chand","SC-10095"
1341,"Consumer","Sean Christensen","SC-10305"
1342,"Consumer","Shahid Collister","SC-10380"
1344,"Consumer","Sonia Cooley","SC-10575"
1347,"Consumer","Steven Cartwright","SC-10725"
1349,"Consumer","Stuart Calhoun","SC-10800"
1350,"Consumer","Sung Chung","SC-10845"
1351,"Consumer","Sam Craven","SC-20020"
1353,"Consumer","Sanjit Chand","SC-20095"
1356,"Consumer","Sean Christensen","SC-20305"
1357,"Consumer","Shahid Collister","SC-20380"
1359,"Consumer","Sonia Cooley","SC-20575"
1362,"Consumer","Steven Cartwright","SC-20725"
1364,"Consumer","Stuart Calhoun","SC-20800"
1365,"Consumer","Sung Chung","SC-20845"
1368,"Consumer","Sanjit Engle","SE-10110"
1369,"Consumer","Sanjit Engle","SE-20110"
1370,"Consumer","Sandra Flanagan","SF-10065"
1371,"Consumer","Sarah Foster","SF-10200"
1373,"Consumer","Sandra Flanagan","SF-20065"
1374,"Consumer","Sarah Foster","SF-20200"
1376,"Consumer","Sandra Glassco","SG-10080"
1377,"Consumer","Sheri Gordon","SG-10470"
1378,"Consumer","Speros Goranitis","SG-10605"
1380,"Consumer","Sandra Glassco","SG-20080"
1381,"Consumer","Sheri Gordon","SG-20470"
1382,"Consumer","Speros Goranitis","SG-20605"
1384,"Consumer","Shahid Hopkins","SH-10395"
1387,"Consumer","Shahid Hopkins","SH-20395"
1391,"Consumer","Sarah Jordon","SJ-10215"
1392,"Consumer","Shirley Jackson","SJ-10500"
1394,"Consumer","Sarah Jordon","SJ-20215"
1395,"Consumer","Shirley Jackson","SJ-20500"
1396,"Consumer","Sally Knutson","SK-19990"
1397,"Consumer","Sally Knutson","SK-9990"
1400,"Consumer","Sally Matthias","SM-10005"
1402,"Consumer","Susan MacKendrick","SM-10905"
1404,"Consumer","Sally Matthias","SM-20005"
1406,"Consumer","Susan MacKendrick","SM-20905"
1412,"Consumer","Sean O'Donnell","SO-10335"
1413,"Consumer","Sean O'Donnell","SO-20335"
1418,"Consumer","Susan Pistek","SP-10920"
1423,"Consumer","Susan Pistek","SP-20920"
1429,"Consumer","Shahid Shariari","SS-10410"
1431,"Consumer","Sonia Sunley","SS-10590"
1432,"Consumer","Sung Shariari","SS-10875"
1434,"Consumer","Shahid Shariari","SS-20410"
1436,"Consumer","Sonia Sunley","SS-20590"
1437,"Consumer","Sung Shariari","SS-20875"
1438,"Consumer","Shui Tom","ST-10530"
1439,"Consumer","Shui Tom","ST-20530"
1442,"Consumer","Seth Vernon","SV-10365"
1443,"Consumer","Stewart Visinsky","SV-10785"
1445,"Consumer","Susan Vittorini","SV-10935"
1446,"Consumer","Seth Vernon","SV-20365"
1447,"Consumer","Stewart Visinsky","SV-20785"
1449,"Consumer","Susan Vittorini","SV-20935"
1450,"Consumer","Scot Wooten","SW-10245"
1451,"Consumer","Scott Williamson","SW-10275"
1453,"Consumer","Shaun Weien","SW-10455"
1455,"Consumer","Scot Wooten","SW-20245"
1456,"Consumer","Scott Williamson","SW-20275"
1458,"Consumer","Shaun Weien","SW-20455"
1464,"Consumer","Ted Butterfield","TB-11055"
1467,"Consumer","Tim Brockman","TB-11250"
1468,"Consumer","Toby Braunhardt","TB-11280"
1470,"Consumer","Tom Boeckenhauer","TB-11400"
1471,"Consumer","Tracy Blumstein","TB-11520"
1472,"Consumer","Troy Blackwell","TB-11595"
1473,"Consumer","Trudy Brown","TB-11625"
1474,"Consumer","Ted Butterfield","TB-21055"
1477,"Consumer","Tim Brockman","TB-21250"
1478,"Consumer","Toby Braunhardt","TB-21280"
1480,"Consumer","Tom Boeckenhauer","TB-21400"
1481,"Consumer","Tracy Blumstein","TB-21520"
1482,"Consumer","Troy Blackwell","TB-21595"
1483,"Consumer","Trudy Brown","TB-21625"
1486,"Consumer","Toby Carlisle","TC-11295"
1491,"Consumer","Toby Carlisle","TC-21295"
1494,"Consumer","Tamara Dahlen","TD-10995"
1495,"Consumer","Tamara Dahlen","TD-20995"
1496,"Consumer","Toby Gnade","TG-11310"
1497,"Consumer","Trudy Glocke","TG-11640"
1498,"Consumer","Toby Gnade","TG-21310"
1499,"Consumer","Trudy Glocke","TG-21640"
1500,"Consumer","Thea Hendricks","TH-11100"
1504,"Consumer","Thea Hendricks","TH-21100"
1508,"Consumer","Tamara Manning","TM-11010"
1509,"Consumer","Tony Molinari","TM-11490"
1510,"Consumer","Tamara Manning","TM-21010"
1511,"Consumer","Tony Molinari","TM-21490"
1514,"Consumer","Theone Pippenger","TP-11130"
1515,"Consumer","Tom Prescott","TP-11415"
1517,"Consumer","Theone Pippenger","TP-21130"
1518,"Consumer","Tom Prescott","TP-21415"
1520,"Consumer","Toby Ritter","TR-11325"
1521,"Consumer","Toby Ritter","TR-21325"
1522,"Consumer","Thais Sissman","TS-11085"
1525,"Consumer","Toby Swindell","TS-11340"
1528,"Consumer","Tony Sayre","TS-11505"
1529,"Consumer","Troy Staebel","TS-11610"
1530,"Consumer","Trudy Schmidt","TS-11655"
1531,"Consumer","Thais Sissman","TS-21085"
1534,"Consumer","Toby Swindell","TS-21340"
1537,"Consumer","Tony Sayre","TS-21505"
1538,"Consumer","Troy Staebel","TS-21610"
1539,"Consumer","Trudy Schmidt","TS-21655"
1540,"Consumer","Ted Trevino","TT-11070"
1541,"Consumer","Thomas Thornton","TT-11220"
1544,"Consumer","Ted Trevino","TT-21070"
1545,"Consumer","Thomas Thornton","TT-21220"
1551,"Consumer","Tracy Zic","TZ-11580"
1553,"Consumer","Tracy Zic","TZ-21580"
1556,"Consumer","Valerie Dominguez","VD-11670"
1557,"Consumer","Valerie Dominguez","VD-21670"
1560,"Consumer","Vivek Gonzalez","VG-11790"
1562,"Consumer","Vivek Gonzalez","VG-21790"
1565,"Consumer","Vivian Mathis","VM-11835"
1567,"Consumer","Vivian Mathis","VM-21835"
1572,"Consumer","Vivek Sundaresam","VS-11820"
1573,"Consumer","Vivek Sundaresam","VS-21820"
1578,"Consumer","William Brown","WB-11850"
1579,"Consumer","William Brown","WB-21850"
1580,"Consumer","Xylona Preis","XP-11865"
1581,"Consumer","Xylona Preis","XP-21865"
1586,"Consumer","Zuschuss Carroll","ZC-11910"
1587,"Consumer","Zuschuss Carroll","ZC-21910"
1588,"Consumer","Zuschuss Donatelli","ZD-11925"
1589,"Consumer","Zuschuss Donatelli","ZD-21925"
16,"Corporate","Ann Blume","AB-10600"
22,"Corporate","Ann Blume","AB-600"
23,"Corporate","Alyssa Crouse","AC-10420"
25,"Corporate","Ann Chong","AC-10615"
27,"Corporate","Alyssa Crouse","AC-420"
29,"Corporate","Ann Chong","AC-615"
38,"Corporate","Aleksandra Gannaway","AG-10300"
41,"Corporate","Andrew Gjertsen","AG-10495"
42,"Corporate","Andy Gerbode","AG-10525"
47,"Corporate","Aleksandra Gannaway","AG-300"
50,"Corporate","Andrew Gjertsen","AG-495"
51,"Corporate","Andy Gerbode","AG-525"
55,"Corporate","Aaron Hawkins","AH-10030"
56,"Corporate","Adam Hart","AH-10075"
58,"Corporate","Alan Haines","AH-10195"
62,"Corporate","Anna Häberlin","AH-10690"
64,"Corporate","Alan Haines","AH-195"
66,"Corporate","Aaron Hawkins","AH-30"
69,"Corporate","Anna Häberlin","AH-690"
70,"Corporate","Adam Hart","AH-75"
73,"Corporate","Anthony Jacobs","AJ-10780"
74,"Corporate","Anthony Johnson","AJ-10795"
77,"Corporate","Anthony Jacobs","AJ-780"
78,"Corporate","Anthony Johnson","AJ-795"
81,"Corporate","Alice McCarthy","AM-10360"
83,"Corporate","Alice McCarthy","AM-360"
85,"Corporate","Anthony O'Donnell","AO-10810"
86,"Corporate","Anthony O'Donnell","AO-810"
91,"Corporate","Alex Russell","AR-10345"
92,"Corporate","Allen Rosenblatt","AR-10405"
96,"Corporate","Anthony Rawles","AR-10825"
97,"Corporate","Alex Russell","AR-345"
98,"Corporate","Allen Rosenblatt","AR-405"
102,"Corporate","Anthony Rawles","AR-825"
103,"Corporate","Aaron Smayling","AS-10045"
106,"Corporate","Alan Schoenberger","AS-10225"
108,"Corporate","Alejandro Savely","AS-10285"
111,"Corporate","Alan Schoenberger","AS-225"
113,"Corporate","Alejandro Savely","AS-285"
114,"Corporate","Aaron Smayling","AS-45"
125,"Corporate","Andy Yotov","AY-10555"
126,"Corporate","Andy Yotov","AY-555"
129,"Corporate","Barry Blumstein","BB-10990"
130,"Corporate","Brenda Bowman","BB-11545"
131,"Corporate","Brenda Bowman","BB-1545"
132,"Corporate","Barry Blumstein","BB-990"
158,"Corporate","Barry Französisch","BF-1020"
160,"Corporate","Barbara Fisher","BF-10975"
162,"Corporate","Barry Französisch","BF-11020"
166,"Corporate","Beth Fritzler","BF-11275"
169,"Corporate","Beth Fritzler","BF-1275"
170,"Corporate","Barbara Fisher","BF-975"
173,"Corporate","Brooke Gillingham","BG-11695"
175,"Corporate","Brooke Gillingham","BG-1695"
183,"Corporate","Brendan Murry","BM-11575"
184,"Corporate","Brian Moss","BM-11650"
186,"Corporate","Brendan Murry","BM-1575"
187,"Corporate","Brian Moss","BM-1650"
189,"Corporate","Brad Norvell","BN-11470"
191,"Corporate","Brad Norvell","BN-1470"
193,"Corporate","Bill Overfelt","BO-11350"
195,"Corporate","Bill Overfelt","BO-1350"
197,"Corporate","Barry Pond","BP-1050"
198,"Corporate","Bart Pistole","BP-1095"
199,"Corporate","Barry Pond","BP-11050"
200,"Corporate","Bart Pistole","BP-11095"
202,"Corporate","Ben Peterman","BP-11185"
206,"Corporate","Ben Peterman","BP-1185"
209,"Corporate","Bill Shonely","BS-11365"
210,"Corporate","Bill Stewart","BS-11380"
211,"Corporate","Brendan Sweed","BS-11590"
215,"Corporate","Bill Shonely","BS-1365"
216,"Corporate","Bill Stewart","BS-1380"
217,"Corporate","Brendan Sweed","BS-1590"
222,"Corporate","Bill Tyler","BT-11395"
228,"Corporate","Bill Tyler","BT-1395"
233,"Corporate","Benjamin Venier","BV-11245"
234,"Corporate","Benjamin Venier","BV-1245"
237,"Corporate","Bart Watters","BW-1110"
238,"Corporate","Bart Watters","BW-11110"
241,"Corporate","Carol Adams","CA-11965"
244,"Corporate","Christine Abelman","CA-12310"
246,"Corporate","Carol Adams","CA-1965"
249,"Corporate","Christine Abelman","CA-2310"
253,"Corporate","Claudia Bergmann","CB-12535"
256,"Corporate","Claudia Bergmann","CB-2535"
264,"Corporate","Corey Catlett","CC-12610"
274,"Corporate","Corey Catlett","CC-2610"
291,"Corporate","Carl Jackson","CJ-11875"
293,"Corporate","Carl Jackson","CJ-1875"
298,"Corporate","Cyma Kinney","CK-12760"
302,"Corporate","Cyma Kinney","CK-2760"
309,"Corporate","Candace McMahon","CM-11815"
310,"Corporate","Cari MacIntyre","CM-11830"
319,"Corporate","Craig Molinari","CM-12715"
320,"Corporate","Candace McMahon","CM-1815"
321,"Corporate","Cari MacIntyre","CM-1830"
330,"Corporate","Craig Molinari","CM-2715"
331,"Corporate","Cathy Prescott","CP-12085"
332,"Corporate","Christine Phan","CP-12340"
333,"Corporate","Cathy Prescott","CP-2085"
334,"Corporate","Christine Phan","CP-2340"
343,"Corporate","Cari Sayre","CS-11845"
347,"Corporate","Charles Sheldon","CS-12175"
348,"Corporate","Chris Selesnick","CS-12250"
352,"Corporate","Cindy Schnelling","CS-12490"
354,"Corporate","Cari Sayre","CS-1845"
358,"Corporate","Charles Sheldon","CS-2175"
359,"Corporate","Chris Selesnick","CS-2250"
363,"Corporate","Cindy Schnelling","CS-2490"
368,"Corporate","Cynthia Voltz","CV-12805"
370,"Corporate","Cynthia Voltz","CV-2805"
373,"Corporate","Craig Yedwab","CY-12745"
374,"Corporate","Craig Yedwab","CY-2745"
380,"Corporate","Darren Budd","DB-12970"
382,"Corporate","David Bremer","DB-13120"
387,"Corporate","Dorothy Badders","DB-13555"
391,"Corporate","Darren Budd","DB-2970"
393,"Corporate","David Bremer","DB-3120"
398,"Corporate","Dorothy Badders","DB-3555"
411,"Corporate","Deirdre Greer","DG-13300"
412,"Corporate","Deirdre Greer","DG-3300"
413,"Corporate","Dave Hallsten","DH-13075"
415,"Corporate","Dave Hallsten","DH-3075"
417,"Corporate","Denny Joy","DJ-13420"
418,"Corporate","Don Jones","DJ-13510"
420,"Corporate","Denny Joy","DJ-3420"
421,"Corporate","Don Jones","DJ-3510"
423,"Corporate","Damala Kotsonis","DK-12835"
427,"Corporate","David Kendrick","DK-13150"
428,"Corporate","Dean Katz","DK-13225"
430,"Corporate","Damala Kotsonis","DK-2835"
434,"Corporate","David Kendrick","DK-3150"
435,"Corporate","Dean Katz","DK-3225"
441,"Corporate","Dionis Lloyd","DL-13495"
446,"Corporate","Dionis Lloyd","DL-3495"
447,"Corporate","Dario Medina","DM-12955"
449,"Corporate","Denise Monton","DM-13345"
450,"Corporate","Don Miller","DM-13525"
451,"Corporate","Dario Medina","DM-2955"
453,"Corporate","Denise Monton","DM-3345"
454,"Corporate","Don Miller","DM-3525"
462,"Corporate","Dave Poirier","DP-13105"
466,"Corporate","Dave Poirier","DP-3105"
469,"Corporate","Dan Reichenbach","DR-12880"
471,"Corporate","Dan Reichenbach","DR-2880"
474,"Corporate","David Smith","DS-13180"
476,"Corporate","David Smith","DS-3180"
477,"Corporate","Darrin Van Huff","DV-13045"
479,"Corporate","Darrin Van Huff","DV-3045"
481,"Corporate","David Wiener","DW-13195"
484,"Corporate","Dorothy Wardle","DW-13585"
485,"Corporate","David Wiener","DW-3195"
488,"Corporate","Dorothy Wardle","DW-3585"
489,"Corporate","Dorris liebe","Dl-13600"
490,"Corporate","Dorris liebe","Dl-3600"
493,"Corporate","Erin Ashbrook","EA-14035"
494,"Corporate","Erin Ashbrook","EA-4035"
495,"Corporate","Ed Braxton","EB-13705"
496,"Corporate","Edward Becker","EB-13750"
497,"Corporate","Ellis Ballard","EB-13840"
500,"Corporate","Erica Bern","EB-13975"
503,"Corporate","Ed Braxton","EB-3705"
504,"Corporate","Edward Becker","EB-3750"
505,"Corporate","Ellis Ballard","EB-3840"
508,"Corporate","Erica Bern","EB-3975"
517,"Corporate","Edward Hooks","EH-13765"
523,"Corporate","Edward Hooks","EH-3765"
537,"Corporate","Eleni McCrary","EM-13810"
538,"Corporate","Elizabeth Moffitt","EM-13825"
541,"Corporate","Eudokia Martin","EM-14095"
544,"Corporate","Eleni McCrary","EM-3810"
545,"Corporate","Elizabeth Moffitt","EM-3825"
548,"Corporate","Eudokia Martin","EM-4095"
555,"Corporate","Elpida Rittenbach","ER-13855"
556,"Corporate","Elpida Rittenbach","ER-3855"
558,"Corporate","Erin Smith","ES-14080"
560,"Corporate","Erin Smith","ES-4080"
561,"Corporate","Frank Atkinson","FA-14230"
562,"Corporate","Frank Atkinson","FA-4230"
564,"Corporate","Fred Chung","FC-14335"
566,"Corporate","Fred Chung","FC-4335"
569,"Corporate","Frank Hawley","FH-14275"
571,"Corporate","Fred Hopkins","FH-14365"
572,"Corporate","Frank Hawley","FH-4275"
574,"Corporate","Fred Hopkins","FH-4365"
575,"Corporate","Filia McAdams","FM-14215"
578,"Corporate","Filia McAdams","FM-4215"
585,"Corporate","Fred Wasserman","FW-14395"
586,"Corporate","Fred Wasserman","FW-4395"
591,"Corporate","George Bell","GB-14530"
593,"Corporate","George Bell","GB-4530"
595,"Corporate","Giulietta Dortch","GD-14590"
596,"Corporate","Giulietta Dortch","GD-4590"
597,"Corporate","Greg Guthrie","GG-14650"
598,"Corporate","Greg Guthrie","GG-4650"
601,"Corporate","Gene Hale","GH-14485"
605,"Corporate","Gene Hale","GH-4485"
607,"Corporate","Grace Kelly","GK-14620"
608,"Corporate","Grace Kelly","GK-4620"
613,"Corporate","Greg Maxwell","GM-14695"
618,"Corporate","Greg Maxwell","GM-4695"
619,"Corporate","Guy Phonely","GP-14740"
620,"Corporate","Guy Phonely","GP-4740"
621,"Corporate","Georgia Rosenberg","GR-14560"
622,"Corporate","Georgia Rosenberg","GR-4560"
623,"Corporate","Grant Thornton","GT-14635"
626,"Corporate","Grant Thornton","GT-4635"
632,"Corporate","George Zrebassa","GZ-14545"
634,"Corporate","George Zrebassa","GZ-4545"
641,"Corporate","Harold Engle","HE-14800"
642,"Corporate","Harold Engle","HE-4800"
646,"Corporate","Henry Goldwyn","HG-14965"
649,"Corporate","Henry Goldwyn","HG-4965"
651,"Corporate","Hilary Holden","HH-15010"
652,"Corporate","Hilary Holden","HH-5010"
655,"Corporate","Heather Kirkland","HK-14890"
656,"Corporate","Heather Kirkland","HK-4890"
659,"Corporate","Harry Marie","HM-14860"
661,"Corporate","Harry Marie","HM-4860"
666,"Corporate","Harold Ryan","HR-14830"
668,"Corporate","Harold Ryan","HR-4830"
669,"Corporate","Helen Wasserman","HW-14935"
670,"Corporate","Helen Wasserman","HW-4935"
683,"Corporate","Jennifer Braxton","JB-15400"
687,"Corporate","Jennifer Braxton","JB-5400"
694,"Corporate","Julie Creighton","JC-16105"
698,"Corporate","Julie Creighton","JC-6105"
700,"Corporate","Jonathan Doherty","JD-15895"
703,"Corporate","Justin Deggeller","JD-16150"
705,"Corporate","Jonathan Doherty","JD-5895"
708,"Corporate","Justin Deggeller","JD-6150"
710,"Corporate","Jim Epp","JE-15610"
713,"Corporate","Justin Ellison","JE-16165"
715,"Corporate","Jim Epp","JE-5610"
718,"Corporate","Justin Ellison","JE-6165"
733,"Corporate","Jason Gross","JG-15310"
734,"Corporate","John Grady","JG-15805"
737,"Corporate","Jason Gross","JG-5310"
738,"Corporate","John Grady","JG-5805"
754,"Corporate","Jason Klamczynski","JK-15325"
762,"Corporate","Jason Klamczynski","JK-5325"
782,"Corporate","Janet Molinari","JM-15265"
785,"Corporate","Jim Mitchum","JM-15655"
789,"Corporate","Janet Molinari","JM-5265"
792,"Corporate","Jim Mitchum","JM-5655"
795,"Corporate","Jack O'Briant","JO-15145"
798,"Corporate","Jack O'Briant","JO-5145"
801,"Corporate","Jennifer Patt","JP-15460"
804,"Corporate","Jennifer Patt","JP-5460"
809,"Corporate","Justin Ritter","JR-16210"
812,"Corporate","Justin Ritter","JR-6210"
813,"Corporate","Jill Stevenson","JS-15595"
814,"Corporate","Jim Sink","JS-15685"
818,"Corporate","Jill Stevenson","JS-5595"
819,"Corporate","Jim Sink","JS-5685"
823,"Corporate","Jane Waco","JW-15220"
826,"Corporate","Jane Waco","JW-5220"
831,"Corporate","Karen Bern","KB-16240"
834,"Corporate","Ken Black","KB-16585"
835,"Corporate","Ken Brennan","KB-16600"
836,"Corporate","Karen Bern","KB-6240"
839,"Corporate","Ken Black","KB-6585"
840,"Corporate","Ken Brennan","KB-6600"
841,"Corporate","Karen Carlisle","KC-16255"
843,"Corporate","Kimberly Carter","KC-16675"
844,"Corporate","Karen Carlisle","KC-6255"
846,"Corporate","Kimberly Carter","KC-6675"
849,"Corporate","Keith Dawkins","KD-16495"
850,"Corporate","Ken Dana","KD-16615"
852,"Corporate","Keith Dawkins","KD-6495"
853,"Corporate","Ken Dana","KD-6615"
854,"Corporate","Katrina Edelman","KE-16420"
855,"Corporate","Katrina Edelman","KE-6420"
858,"Corporate","Katharine Harms","KH-16330"
861,"Corporate","Ken Heidel","KH-16630"
862,"Corporate","Kristen Hastings","KH-16690"
863,"Corporate","Katharine Harms","KH-6330"
866,"Corporate","Ken Heidel","KH-6630"
867,"Corporate","Kristen Hastings","KH-6690"
868,"Corporate","Kelly Lampkin","KL-16555"
870,"Corporate","Kelly Lampkin","KL-6555"
872,"Corporate","Kalyca Meade","KM-16225"
876,"Corporate","Kalyca Meade","KM-6225"
880,"Corporate","Katherine Nockton","KN-16390"
881,"Corporate","Kean Nguyen","KN-16450"
883,"Corporate","Katherine Nockton","KN-6390"
884,"Corporate","Kean Nguyen","KN-6450"
886,"Corporate","Karen Seio","KS-16300"
887,"Corporate","Karen Seio","KS-6300"
896,"Corporate","Laura Armstrong","LA-16780"
897,"Corporate","Laura Armstrong","LA-6780"
904,"Corporate","Linda Cazamias","LC-16930"
910,"Corporate","Linda Cazamias","LC-6930"
914,"Corporate","Lela Donovan","LD-16855"
916,"Corporate","Lela Donovan","LD-6855"
934,"Corporate","Lori Olson","LO-17170"
935,"Corporate","Lori Olson","LO-7170"
941,"Corporate","Lisa Ryan","LR-17035"
943,"Corporate","Lisa Ryan","LR-7035"
944,"Corporate","Linda Southworth","LS-16945"
946,"Corporate","Luke Schmidt","LS-17200"
949,"Corporate","Linda Southworth","LS-6945"
951,"Corporate","Luke Schmidt","LS-7200"
958,"Corporate","Laurel Workman","LW-16825"
959,"Corporate","Lindsay Williams","LW-16990"
962,"Corporate","Laurel Workman","LW-6825"
963,"Corporate","Lindsay Williams","LW-6990"
975,"Corporate","Mark Cousins","MC-17425"
977,"Corporate","Matt Collister","MC-17590"
978,"Corporate","Matt Connell","MC-17605"
979,"Corporate","Matthew Clasen","MC-17635"
982,"Corporate","Mike Caudle","MC-18130"
984,"Corporate","Mark Cousins","MC-7425"
986,"Corporate","Matt Collister","MC-7590"
987,"Corporate","Matt Connell","MC-7605"
988,"Corporate","Matthew Clasen","MC-7635"
991,"Corporate","Mike Caudle","MC-8130"
993,"Corporate","Michael Dominguez","MD-17860"
995,"Corporate","Michael Dominguez","MD-7860"
998,"Corporate","Michelle Ellison","ME-18010"
1001,"Corporate","Michelle Ellison","ME-8010"
1002,"Corporate","Maureen Fritzler","MF-17665"
1003,"Corporate","Monica Federle","MF-18250"
1004,"Corporate","Maureen Fritzler","MF-7665"
1005,"Corporate","Monica Federle","MF-8250"
1012,"Corporate","Mitch Gastineau","MG-18205"
1019,"Corporate","Mitch Gastineau","MG-8205"
1021,"Corporate","Mark Haberlin","MH-17440"
1023,"Corporate","Matt Hagelstein","MH-17620"
1024,"Corporate","Maya Herman","MH-17785"
1028,"Corporate","Mark Haberlin","MH-7440"
1030,"Corporate","Matt Hagelstein","MH-7620"
1031,"Corporate","Maya Herman","MH-7785"
1036,"Corporate","Michael Kennedy","MK-17905"
1038,"Corporate","Michael Kennedy","MK-7905"
1040,"Corporate","Marina Lichtenstein","ML-17395"
1043,"Corporate","Michelle Lonsdale","ML-18040"
1045,"Corporate","Marina Lichtenstein","ML-7395"
1048,"Corporate","Michelle Lonsdale","ML-8040"
1053,"Corporate","Muhammed MacIntyre","MM-18280"
1057,"Corporate","Muhammed MacIntyre","MM-8280"
1067,"Corporate","Michael Paige","MP-17965"
1070,"Corporate","Michael Paige","MP-7965"
1079,"Corporate","Michael Stewart","MS-17980"
1085,"Corporate","Michael Stewart","MS-7980"
1095,"Corporate","Mitch Willingham","MW-18235"
1097,"Corporate","Mitch Willingham","MW-8235"
1098,"Corporate","Maribeth Yedwab","MY-17380"
1099,"Corporate","Muhammed Yedwab","MY-18295"
1100,"Corporate","Maribeth Yedwab","MY-7380"
1101,"Corporate","Muhammed Yedwab","MY-8295"
1103,"Corporate","Mary Zewe","MZ-17515"
1105,"Corporate","Mary Zewe","MZ-7515"
1106,"Corporate","Nicole Brennan","NB-18580"
1107,"Corporate","Nona Balk","NB-18655"
1108,"Corporate","Nicole Brennan","NB-8580"
1109,"Corporate","Nona Balk","NB-8655"
